SECID,BOARDID,FACEVALUE,PREVLEGALCLOSEPRICE,COUPONVALUE,COUPONPERIOD,COUPONPERCENT,NEXTCOUPON,MATDATE,ACCRUEDINT,LATNAME,YIELD,DURATION,exclude
RU000A10D8L0,TQCB,1000.0,,0.0,0,,0000-00-00,2027-03-16,0.0,Sber CIB-SN-BND-001S-402,0.0,0,True
RU000A10D8M8,TQCB,1000.0,97.9,0.0,0,,0000-00-00,2027-03-16,0.0,Sber CIB-SN-BND-001S-403,0.0,0,True
RU000A10D8N6,TQCB,1000.0,98.5,0.0,0,,0000-00-00,2027-02-04,0.0,Sber CIB-SN-BND-001S-404,0.0,0,True
RU000A10D8V9,TQCB,1000.0,,0.0,0,,0000-00-00,2027-05-07,0.0,Sber CIB-SN-BND-001S-411,0.0,0,True
RU000A10D8W7,TQCB,1000.0,,0.0,0,,0000-00-00,2027-03-26,0.0,Sber CIB-SN-BND-001S-412,0.0,0,True
RU000A10D8X5,TQCB,1000.0,97.7,0.0,0,,0000-00-00,2026-06-22,0.0,Sber CIB-SN-BND-001S-413,0.0,0,True
RU000A10D8Y3,TQCB,1000.0,,0.0,0,,0000-00-00,2027-05-07,0.0,Sber CIB-SN-BND-001S-414,0.0,0,True
RU000A10D8Z0,TQCB,1000.0,,0.0,0,,0000-00-00,2027-01-20,0.0,Sber CIB-SN-BND-001S-415,0.0,0,True
RU000A10D905,TQCB,1000.0,,0.0,0,,0000-00-00,2027-04-06,0.0,Sber CIB-SN-BND-001S-416,0.0,0,True
RU000A10D913,TQCB,1000.0,,0.0,0,,0000-00-00,2026-12-30,0.0,Sber CIB-SN-BND-001S-417,0.0,0,True
RU000A10D921,TQCB,1000.0,,0.0,0,,0000-00-00,2027-01-18,0.0,Sber CIB-SN-BND-001S-418,0.0,0,True
RU000A10D939,TQCB,1000.0,92.91,0.0,0,,0000-00-00,2027-05-24,0.0,Sber CIB-SN-BND-001S-419,0.0,0,True
RU000A10D988,TQCB,1000.0,97.2,0.0,0,,0000-00-00,2027-01-27,0.0,Sber CIB-SN-BND-001S-424,0.0,0,True
RU000A10D996,TQCB,1000.0,,0.0,0,,0000-00-00,2027-10-21,0.0,Sber CIB-SN-BND-001S-425,0.0,0,True
RU000A10D9A1,TQCB,1000.0,,0.0,0,,0000-00-00,2026-10-28,0.0,Sber CIB-SN-BND-001S-426,0.0,0,True
RU000A10D9B9,TQCB,1000.0,,0.0,0,,0000-00-00,2026-07-29,0.0,Sber CIB-SN-BND-001S-427,0.0,0,True
RU000A10D9C7,TQCB,1000.0,,0.0,0,,0000-00-00,2028-05-17,0.0,Sber CIB-SN-BND-001S-428,0.0,0,True
RU000A10D9J2,TQCB,1000.0,100.0,0.0,91,,2026-07-28,2029-10-23,24.85,VEB.RF PBO-002P-52,14.92,965,True
RU000A10D9K0,TQCB,1000.0,103.21,13.68,30,16.65,2026-06-24,2028-02-14,13.23,Avto Finance Bank BO-001P-16,15.6,524,True
RU000A10D9L8,TQCB,1000.0,100.42,13.68,30,,2026-06-24,2028-10-11,13.23,Avto Finance Bank BO-001P-17,15.41,707,True
RU000A10D9M6,TQCB,1000.0,,13.11,30,,2026-06-25,2030-11-01,12.24,RusHydro BO-002P-10,0.0,0,True
RU000A10D9Q7,TQCB,1000.0,102.4,0.1,367,0.01,2026-11-30,2026-11-30,0.0,SberIOS 001P-768R 1Y LKOHBNR,0.0,0,True
RU000A10DA41,TQCB,1000.0,98.22,15.0,30,,2026-06-25,2028-10-12,14.0,VIS FINANCE BO-P10,18.65,608,True
RU000A10DA66,TQCB,1000.0,100.02,13.15,30,,2026-06-25,2029-04-10,12.27,Gazprom Neft  005P-02R,14.83,838,True
RU000A10DA74,TQCB,1000.0,99.13,16.44,30,20.0,2026-07-19,2027-11-11,2.19,Etalon-Finans 002P-04,23.27,445,True
RU000A10DAU0,TQCB,1000.0,96.6,0.1,364,0.01,2026-11-27,2028-11-24,0.0,SberIOS 001P-770R 3Y MOEX CQT,0.0,0,True
RU000A10DAV8,TQCB,1000.0,,0.1,371,0.01,2026-11-11,2026-11-11,0.0,SberIOS 001P-771R RUGOLD CS,0.0,0,True
RU000A10DAZ9,TQCB,1000.0,,0.1,365,0.01,2026-10-29,2028-10-28,0.06,Uralsib BO-SP1,0.0,0,True
RU000A10DB16,TQCB,1000.0,82.06,23.84,30,29.0,2026-06-26,2030-10-03,21.45,OilRes1P3,40.15,829,True
RU000A10DB65,TQCB,1000.0,,0.1,365,0.01,2026-11-17,2026-11-17,0.06,Sovkombank BO-I08,0.0,0,True
RU000A10DBA0,TQCB,789.91,100.03,11.07,31,16.5,2026-06-26,2033-11-26,10.0,SFO GPB SPK A2,17.29,231,True
RU000A10DBB8,TQCB,1000.0,,0.0,31,,2026-06-26,2074-12-26,0.0,SFO GPB SPK B2,0.0,0,True
RU000A10DBD4,TQCB,1000.0,103.86,43.63,91,17.5,2026-06-30,2028-09-26,40.27,Ulyanovskaya oblast 34011,15.71,501,True
RU000A10DBE2,TQCB,1000.0,100.17,0.0,91,,2026-08-26,2028-02-23,11.95,SPFC DOM.RF 12,15.09,545,True
RU000A10DBF9,TQCB,1000.0,90.0,0.1,364,0.01,2026-11-13,2028-12-14,0.0,SberIOS 001P-772R 3Y1M RMFS,0.0,0,True
RU000A10DBH5,TQCB,1000.0,92.6,22.19,30,27.0,2026-06-27,2028-10-14,19.23,VOSTOK-OIL BO-01,887.47,14,True
RU000A10DBM5,TQCB,1000.0,102.46,14.69,31,17.3,2026-06-24,2030-06-24,14.22,SPO TB-5 class A,17.42,625,True
RU000A10DBP8,TQCB,100000000.0,,1487671.23,30,18.1,2026-07-11,2032-11-06,595068.49,ALFA-BANK T2-CR-04,0.0,0,True
RU000A10DBS2,TQCB,1000.0,99.12,18.9,30,23.0,2026-06-28,2030-10-05,15.75,ENERGONICA 001P-07,26.7,756,True
RU000A10DBV6,TQCB,1000.0,102.48,16.44,30,20.0,2026-06-28,2027-10-21,13.7,Uralkuz 001P-03,20.51,425,True
RU000A10DBZ7,TQCB,1000.0,101.5182,6.33,30,7.7,2026-06-28,2029-03-14,387.02353,Acron BO-002P-01,6.69,861,True
RU000A10DC15,TQCB,1000.0,100.28,14.79,30,18.0,2026-07-18,2031-10-20,2.47,AVTOBAN-Finance B0-P07,17.61,481,True
RU000A10DC64,TQCB,1000.0,52.5,0.55,2013,0.01,2031-06-20,2031-06-20,0.0,Bank VTB C-1-1685,0.0,0,True
RU000A10DC72,TQCB,1000.0,103.0,0.51,1846,0.01,2030-12-30,2030-12-30,0.0,Bank VTB C-1-1686,0.0,0,True
RU000A10DC80,TQCB,1000.0,49.6,0.55,2020,0.01,2031-06-16,2031-06-16,0.0,Bank VTB C-1-1687,0.0,0,True
RU000A10DCB6,TQCB,1000.0,66.01,0.5,1838,0.01,2030-12-02,2030-12-02,0.0,Bank VTB C-1-1690,0.0,0,True
RU000A10DCE0,TQCB,1000.0,103.58,17.26,30,21.0,2026-06-29,2027-10-22,13.81,IJSC Voxys  001P-01,20.79,423,True
RU000A10DCF7,TQCB,1000.0,102.1,13.15,30,16.0,2026-06-29,2028-10-16,10.52,HC Novotrans 002P-01,16.33,706,True
RU000A10DCG5,TQCB,1000.0,100.24,0.0,30,,2026-06-29,2028-10-16,11.01,HC Novotrans 002P-02,15.9,711,True
RU000A10DCJ9,TQCB,1000.0,100.43,0.0,30,,2026-06-29,2027-10-22,10.49,Rostelecom 001P-21R,15.16,439,True
RU000A10DCK7,TQCB,1000.0,104.0,16.03,30,19.5,2026-06-29,2028-10-16,12.82,ABZ-1 002P-04,19.31,526,True
RU000A10DCM3,TQCB,50000.0,78.25,534.25,30,13.0,2026-06-29,2028-12-15,427.4,Samolet Group BO-P21,28.85,748,True
RU000A10DCN1,TQCB,100000000.0,,1479452.05,30,18.0,2026-07-22,2032-11-17,49315.07,ALFA-BANK T2-CR-05,0.0,0,True
RU000A10DD30,TQCB,726.27,100.35,10.18,31,16.5,2026-06-26,2034-10-26,9.19,SFO SB Securitization 3 cl.A1,17.13,239,True
RU000A10DD97,TQCB,1000.0,96.6,59.84,91,24.0,2026-08-10,2028-11-06,28.27,Rosinter Holding BO-02,33.82,298,True
RU000A10DDA6,TQCB,1000.0,89.99,0.1,364,0.01,2026-11-27,2028-12-28,0.0,SberIOS 001P-773R 3Y1M RMFS,0.0,0,True
RU000A10DDG3,TQCB,1000.0,101.95,23.01,30,28.0,2026-07-09,2028-10-26,10.74,Dinteg BO-01,31.86,421,True
RU000A10DDH1,TQCB,100000.0,,641.1,30,7.8,2026-07-09,2027-05-05,3232.93908,EN PLUS HYDR O001PC-09,0.0,0,True
RU000A10DDH1,TQCB,100000.0,,641.1,30,7.8,2026-07-09,2027-05-05,3232.93908,EN PLUS HYDR O001PC-09,0.0,0,True
RU000A10DDR0,TQCB,1000.0,100.38,0.0,30,,2026-07-16,2028-11-02,3.06,IPJSC YANDEX 001P-03,14.55,735,True
RU000A10DDT6,TQCB,1000.0,95.68,69.81,91,28.0,2026-08-12,2029-11-07,31.45,Sibsulfur BO-02-001P,34.35,720,True
RU000A10DDU4,TQCB,1000.0,100.01,0.0,30,,2026-07-10,2027-11-02,5.66,Magnit BO-005P-04,15.2,451,True
RU000A10DDZ3,TQCB,1000.0,,0.0,182,,2026-11-12,2028-11-09,18.08,RSG-FINANCE 001P-03,0.0,0,True
RU000A10DE54,TQCB,100.0,101.5006,1.11,30,13.5,2026-07-01,2028-11-17,59.48559,Lid Capital 001P-01,12.81,749,True
RU000A10DEA4,TQCB,940.93,100.32,12.31,31,15.4,2026-06-28,2055-11-28,10.32,DOM.RF Mortgage agent BO 1P58,0.0,0,True
RU000A10DEE6,TQCB,1000.0,101.6,62.95,91,25.25,2026-08-14,2029-08-10,26.98,Buysell 001P-04,24.86,232,True
RU000A10DEM9,TQCB,1000.0,101.22,16.85,30,20.5,2026-07-12,2026-11-09,6.18,StroyDorServis BO-01,20.02,134,True
RU000A10DEN7,TQCB,1000.0,103.18,13.32,30,16.2,2026-07-20,2028-12-06,1.33,Tomsk Region 34075,15.9,642,True
RU000A10DEQ0,TQCB,100.0,102.2096,1.03,30,12.5,2026-07-12,2027-11-04,27.90682,Poliplast AO P02-BO-12,11.08,460,True
RU000A10DF38,TQCB,659.26,102.17,9.65,30,17.8,2026-07-05,2032-12-05,5.79,SFO VTB RKS Etalon 07,16.56,223,True
RU000A10DFJ2,TQCB,1000.0,99.5,0.0,91,,2026-08-20,2026-11-19,13.11,Rosselkhozbank BO-31-002P,16.8,146,True
RU000A10DFL8,TQCB,1000.0,71.61,0.1,365,0.01,2026-12-29,2028-12-28,0.05,Gazprombank BO 004P-34,14.2,919,True
RU000A10DFN4,TQCB,1000.0,100.6,0.0,30,,2026-07-15,2030-10-22,3.56,MTS 002P-14,14.94,736,True
RU000A10DG52,TQCB,1000.0,98.8,62.33,91,25.0,2026-08-18,2030-11-12,23.97,Motor Technologies BO-01-002P,28.26,988,True
RU000A10DG60,TQCB,1000.0,101.81,37.65,91,15.1,2026-07-18,2029-10-13,27.3,Novosibirsk region 34027,15.77,735,True
RU000A10DG78,TQCB,1000.0,101.58,20.55,30,25.0,2026-07-16,2030-10-23,4.79,LK AdvansTruck 001P-01,27.49,867,True
RU000A10DG86,TQCB,1000.0,97.79,0.0,30,,2026-07-16,2028-11-02,3.26,TransContainer P02-02,17.21,725,True
RU000A10DGA9,TQCB,1000.0,113.0,0.1,365,0.01,2026-11-28,2026-11-28,0.06,Sovkombank BO-I09,-24.59,158,True
RU000A10DGX1,TQCB,1000.0,99.9,0.0,0,,0000-00-00,2029-06-25,0.0,Sber CIB-SN-EQFX-001S-450,0.0,0,True
RU000A10DGY9,TQCB,1000.0,100.1,0.0,0,,0000-00-00,2029-06-25,0.0,Sber CIB-SN-EQFX-001S-451,0.0,0,True
RU000A10DHT7,TQCB,1000.0,102.18,14.1,30,17.15,2026-07-17,2028-11-03,2.82,DeltaLeasing 001P-03,17.23,444,True
RU000A10DHV3,TQCB,1000.0,100.13,0.0,30,,2026-07-17,2028-11-03,2.86,Inarkt2P5,16.47,724,True
RU000A10DHX9,TQCB,1000.0,102.38,12.95,30,15.75,2026-07-17,2028-11-03,2.59,Inarkt2P4,15.87,726,True
RU000A10DJ00,TQCB,1000.0,100.12,0.0,30,,2026-07-22,2027-11-14,0.48,Borets Capital 001P-04,16.99,458,True
RU000A10DJ18,TQCB,1000.0,102.36,14.79,30,18.0,2026-07-22,2028-05-12,0.49,Borets Capital 001P-03,18.42,590,True
RU000A10DJA3,TQCB,1000.0,100.6,13.68,30,16.65,2026-07-18,2028-12-04,2.28,Nizhny Novgorod Region 34017,15.7,605,True
RU000A10DJH8,TQCB,1000.0,103.54,39.87,91,15.99,2026-08-20,2029-11-15,14.46,FCT 002P-01,15.69,973,True
RU000A10DJM8,TQCB,840.0,100.53,46.07,91,22.0,2026-08-21,2028-11-17,16.2,Aquilon-Leasing BO-04-001P,23.84,261,True
RU000A10DJP1,TQCB,1000.0,99.93,0.0,91,,2026-08-21,2028-11-17,12.71,Bank VTB B-1-385,15.33,747,True
RU000A10DJR7,TQCB,1000.0,99.6,13.57,31,15.98,2026-06-26,2035-11-27,12.26,RZD BO 001P-49R,15.36,691,True
RU000A10DJS5,TQCB,1000.0,100.78,20.96,30,25.5,2026-07-19,2028-11-05,2.79,PKO SZA BO-05,28.47,657,True
RU000A10DJV9,TQCB,1000.0,101.6982,6.21,30,7.55,2026-07-19,2029-10-31,60.95437,SCF 1P2,7.11,1087,True
RU000A10DJY3,TQCB,100.0,102.88,1.19,31,14.0,2026-06-28,2028-06-28,73.439,PR-Leasing 003P-01,12.81,340,True
RU000A10DK98,TQCB,1000.0,,12.33,30,,2026-06-23,2035-11-03,0.0,Baltic Leasing BO-P21,0.0,0,True
RU000A10DKS3,TQCB,1000.0,,0.1,365,0.01,2026-12-15,2026-12-15,0.05,SKBBIO10,0.0,0,True
RU000A10DLC5,TQCB,1000.0,107.7,20.55,30,25.0,2026-06-24,2028-11-10,19.86,LCA BO-04-001P,24.21,660,True
RU000A10DLE1,TQCB,1000.0,100.07,13.15,30,,2026-06-24,2029-05-09,12.71,Gazprom capital BO-003P-07,14.81,857,True
RU000A10DLN2,TQCB,1000.0,103.49,19.73,30,24.0,2026-06-25,2029-11-06,18.41,PCO Fineqva 001P-01,25.29,765,True
RU000A10DLP7,TQCB,1000.0,101.45,36.9,91,14.8,2026-08-30,2028-11-26,9.33,Depfin Ugry 34002,14.96,492,True
RU000A10DLV5,TQCB,1000.0,100.0479,5.75,30,7.0,2026-07-18,2030-12-24,10.37376,MMC NORILSK NICKEL BO-001P-16,5.89,516,True
RU000A10DLY9,TQCB,1000.0,98.01,77.29,91,31.0,2026-08-27,2029-11-22,22.08,L-Start BO-02,33.5,800,True
RU000A10DM21,TQCB,1000.0,89.5,0.1,364,0.01,2026-12-11,2029-01-12,0.0,SberIOS 001P-775R 3Y1M RMFS,0.0,0,True
RU000A10DM96,TQCB,1000.0,100.4,12.99,30,,2026-06-26,2028-09-13,11.69,ROSSETI BO 001P-19R,14.62,693,True
RU000A10DMD1,TQCB,1000.0,136.14,0.1,365,0.01,2026-12-09,2026-12-09,0.0,Bank VTB B-1-386,0.0,0,True
RU000A10DME9,TQCB,1000.0,95.57,0.1,365,0.01,2026-12-16,2026-12-16,0.0,Bank VTB B-1-387,0.0,0,True
RU000A10DMF6,TQCB,1000.0,92.18,0.1,365,0.01,2026-12-26,2026-12-26,0.0,Bank VTB B-1-388,0.0,0,True
RU000A10DMN0,TQCB,1000.0,102.32,15.49,30,18.85,2026-06-29,2027-11-21,12.39,restore 001P-02,18.49,452,True
RU000A10DMP5,TQCB,1000.0,55.46,0.0,0,,0000-00-00,2030-12-16,0.0,Gazprombank BO 006P-04P,14.33,1637,True
RU000A10DMS9,TQCB,1000.0,100.16,13.15,30,16.0,2026-07-15,2028-12-01,3.51,Dep Finance YaNAO 34005,15.0,617,True
RU000A10DNA5,TQCB,1000.0,116.2,0.0,0,,0000-00-00,2029-05-07,0.0,Sber CIB-SN-INDFX-001S-490,0.0,0,True
RU000A10DNX7,TQCB,1000.0,101.73,14.69,31,17.3,2026-06-30,2030-01-30,11.38,SFO Split Finance PV-2,16.71,333,True
RU000A10DP51,TQCB,1000.0,100.92,0.0,30,,2026-06-30,2028-11-16,10.96,GTLK BO 002P-11,15.93,728,True
RU000A10DP93,TQCB,1000.0,101.44,13.56,30,16.5,2026-06-30,2027-11-22,10.4,KAMAZ PTC BO-P18,17.34,460,True
RU000A10DPB8,TQCB,1000.0,99.27,0.0,30,,2026-06-30,2027-11-22,10.87,KAMAZ PTC BO-P19,17.56,460,True
RU000A10DPJ1,TQCB,1000.0,100.03,20.55,30,25.0,2026-07-01,2028-11-17,15.07,Gruppa Prodovolstvie BO-02,28.07,658,True
RU000A10DPM5,TQCB,1000.0,99.98,0.0,30,,2026-07-01,2028-01-22,9.58,Magnit BO-005P-05,15.04,514,True
RU000A10DPS2,TQCB,1000.0,103.65,37.65,91,15.1,2026-09-03,2031-05-29,7.86,Atomenergoprom 001P-09,15.43,1297,True
RU000A10DPT0,TQCB,1000.0,86.77,59.84,91,24.0,2026-09-03,2030-11-28,12.49,ReinnolC 001P-04,37.28,716,True
RU000A10DPV6,TQCB,1000.0,100.67,0.0,30,,2026-07-02,2027-11-24,10.93,Sistema2P07,18.0,457,True
RU000A10DPW4,TQCB,1000.0,102.98,14.59,30,17.75,2026-07-02,2028-05-22,10.21,Sistema2P06,17.95,593,True
RU000A10DPY0,TQCB,1000.0,,0.0,91,,2026-09-03,2026-12-03,0.0,Aigenis-Finance CO-01,0.0,0,True
RU000A10DQ19,TQCB,1000.0,96.16,0.1,365,0.01,2026-12-26,2026-12-26,0.05,Gazprombank BO 004P-35,18.29,186,True
RU000A10DQ68,TQCB,1000.0,102.24,14.18,30,17.25,2026-07-03,2027-11-25,9.45,SELO ZELENOE 001P-02,17.08,461,True
RU000A10DQ92,TQCB,1000.0,,41.14,91,16.5,2026-09-09,2028-12-06,5.88,SINARA-Capital 001K-02,0.0,0,True
RU000A10DQK7,TQCB,1000.0,99.99,0.0,30,,2026-07-10,2028-11-26,6.95,ABZ-1 002P-05,19.23,562,True
RU000A10DQL5,TQCB,1000.0,99.8,0.0,30,,2026-07-06,2030-12-02,7.59,Metalloinvest 002P-03,17.87,1155,True
RU000A10DQM3,TQCB,1000.0,78.74,20.55,30,25.0,2026-07-06,2029-11-17,11.64,Centr Reserve BO-06,48.27,614,True
RU000A10DRE8,TQCB,1000.0,104.06,19.93,30,24.25,2026-07-08,2028-11-24,9.97,Boostr.Ru BO-02,24.7,555,True
RU000A10DRF5,TQCB,1000.0,100.03,0.0,30,,2026-07-07,2028-11-23,7.06,Gazprom Neft  005P-03R,14.89,746,True
RU000A10DRV2,TQCB,1000.0,100.46,21.78,30,26.5,2026-07-08,2028-11-24,10.89,Zashita online BO-01,29.6,243,True
RU000A10DRX8,TQCB,1000.0,106.0,19.73,30,24.0,2026-07-09,2028-11-25,9.21,ZOOPT BO-01,23.32,679,True
RU000A10DRZ3,TQCB,1000.0,102.64,21.37,30,26.0,2026-07-09,2030-11-15,9.97,SOLID SpecAutoTechLeasing 02,23.71,635,True
RU000A10DS66,TQCB,1000.0,101.1,11.92,30,14.5,2026-07-14,2027-06-09,3.58,ALFA-BANK 002P-30,14.67,329,True
RU000A10DS74,TQCB,1000.0,102.5,12.21,30,14.85,2026-07-14,2028-06-03,3.66,SBER51,14.68,621,True
RU000A10DS82,TQCB,1000.0,,0.1,365,0.01,2026-12-26,2026-12-26,0.05,SKBBIO11,0.0,0,True
RU000A10DS90,TQCB,1000.0,88.3,0.1,364,0.01,2026-12-25,2029-01-26,0.0,SberIOS 001P-777R 3Y1M RMFS,0.0,0,True
RU000A10DSC0,TQCB,1000.0,103.97,14.79,30,18.0,2026-07-03,2031-01-03,9.86,SPE TB-6 class B1,17.51,714,True
RU000A10DSD8,TQCB,1000.0,104.2,14.79,30,18.0,2026-07-03,2031-01-03,9.86,SPE TB-6 class B2,17.34,714,True
RU000A10DSG1,TQCB,1000.0,100.62,13.48,30,16.4,2026-07-06,2028-12-26,7.64,Novosibirsk region 34028,15.02,616,True
RU000A10DSL1,TQCB,1000.0,101.79,13.11,30,15.95,2026-07-10,2030-11-16,5.68,Freight One 003P-02,16.91,820,True
RU000A10DSM9,TQCB,1000.0,100.64,0.0,30,,2026-07-10,2030-11-16,6.05,Freight One 003P-03,15.68,477,True
RU000A10DSU2,TQCB,1000.0,104.98,58.59,91,23.5,2026-09-14,2028-12-11,5.15,KLVZ  KRISTALL 001P-04,23.38,624,True
RU000A10DSV0,TQCB,1000.0,,39.14,91,15.7,2026-09-14,2026-12-14,3.44,SovcmL P14,0.0,0,True
RU000A10DSX6,TQCB,1000.0,95.88,54.85,91,22.0,2026-09-14,2028-12-11,4.82,TALVEN BO-P01,26.59,712,True
RU000A10DSY4,TQCB,1000.0,104.34,15.62,30,19.0,2026-07-13,2029-11-24,5.21,Sovco Capital 001P-01,18.34,712,True
RU000A10DT08,TQCB,1000.0,100.7998,6.08,30,7.4,2026-07-13,2029-02-27,21.93618,Gazprom capital BO-003P-20,6.91,890,True
RU000A10DT08,TQCB,1000.0,100.7998,6.08,30,7.4,2026-07-13,2029-02-27,21.93618,Gazprom capital BO-003P-20,7.57,890,True
RU000A10DTA2,TQCB,1000.0,100.94,0.0,30,,2026-07-14,2027-12-06,4.68,SELIGDAR 001-09,18.39,470,True
RU000A10DTB0,TQCB,1000.0,104.79,17.26,30,21.0,2026-07-14,2027-12-06,5.18,ELTERA BO-01,19.42,462,True
RU000A10DTF1,TQCB,1000.0,103.89,14.79,30,18.0,2026-07-14,2028-06-03,4.44,SELIGDAR 001-08,17.93,604,True
RU000A10DTG9,TQCB,840.0,102.3,11.39,30,16.5,2026-07-14,2028-11-30,3.42,VTB Leasing 001P-MB-04,16.01,444,True
RU000A10DTP0,TQCB,1000.0,101.78,22.19,30,27.0,2026-07-15,2027-12-07,5.92,PIR BO-05-001P,29.32,344,True
RU000A10DTQ8,TQCB,1000.0,102.19,18.49,30,22.5,2026-07-15,2028-12-01,4.93,MIRRICO BO-P06,24.03,693,True
RU000A10DTS4,TQCB,1000.0,103.07,13.15,30,16.0,2026-07-15,2028-12-01,3.51,SovcmL P17,15.87,744,True
RU000A10DTT2,TQCB,1000.0,101.55,0.0,30,,2026-07-15,2027-12-07,3.81,SovcmL P18,15.65,476,True
RU000A10DTV8,TQCB,1000.0,,37.43,92,14.85,2026-06-29,2027-12-29,34.99,SPFC DOM.RF 14,0.0,0,True
RU000A10DTW6,TQCB,1000.0,100.97,23.42,30,28.5,2026-07-15,2030-11-21,6.25,Pioneer-Leasing BO8,32.08,929,True
RU000A10DUQ6,TQCB,1000.0,103.44,16.44,30,20.0,2026-06-25,2028-09-12,15.34,Baltic Leasing BO-P22,20.01,543,True
RU000A10DUR4,TQCB,1000.0,,11.92,30,,2026-06-26,2036-02-04,10.73,Baltic Leasing BO-P23,0.0,0,True
RU000A10DWF5,TQCB,1000.0,100.75,13.36,30,16.25,2026-07-16,2029-11-27,3.12,Republic of Bashkortostan24017,14.96,635,True
RU000A10DWP4,TQCB,1000.0,99.31,18.49,30,22.5,2026-07-16,2028-12-02,4.32,CENTER-K BO-01,26.76,672,True
RU000A10DWQ2,TQCB,1000.0,104.53,39.45,90,16.0,2026-09-18,2030-11-26,1.32,Tomsk Region 34076,15.47,1097,True
RU000A10DWV2,TQCB,1000.0,,0.0,91,,2026-09-21,2026-12-21,0.41,VEB.RF PBO-002P-56,0.0,0,True
RU000A10DWW0,TQCB,1000.0,101.89,37.65,91,15.1,2026-09-18,2028-12-15,1.65,Samara Region 34016,14.58,453,True
RU000A10DWX8,TQCB,980.18,,34.12,92,13.81,2026-06-28,2056-09-28,0.0,DOM.RF Mortgage agent BO 1P60,0.0,0,True
RU000A10DX10,TQCB,796.29,,0.0,92,,2026-08-28,2056-11-28,0.0,DOM.RF Mortgage agent BO 1P59,0.0,0,True
RU000A10DXE6,TQCB,882.24,100.37,12.18,30,16.8,2026-07-01,2031-07-01,8.93,SPE Alfa Factory PK-2 class A,17.81,190,True
RU000A10DXJ5,TQCB,1000.0,100.03,0.0,91,,2026-09-21,2030-12-16,0.43,VEB.RF PBO-002P-55,15.16,1234,True
RU000A10DXL1,TQCB,1000.0,100.49,0.0,182,,2026-12-21,2027-06-21,0.42,DOM.RF 002P-08,101.63,2,True
RU000A10DXM9,TQCB,1000.0,106.0,19.32,30,23.5,2026-07-20,2028-12-06,1.93,TECHNLG BO-03,23.5,695,True
RU000A10DY01,TQCB,1000.0,100.96,15.62,30,,2026-06-24,2028-12-10,15.1,PIONEER GROUP BO 002P-02,17.87,729,True
RU000A10DY27,TQCB,1000.0,104.05,17.26,30,21.0,2026-07-21,2030-11-27,1.15,Artgen BO-02,21.17,1077,True
RU000A10DY35,TQCB,1000.0,166.05,59.84,91,24.0,2026-06-23,2028-12-19,0.0,Russkiy Svet BO-01,-1.82,731,True
RU000A10DY50,TQCB,1000.0,100.67,19.73,30,24.0,2026-07-21,2028-06-10,1.32,Segezha Group 003P-08R,27.4,578,True
RU000A10DY76,TQCB,100.0,104.5923,1.23,30,15.0,2026-07-21,2027-12-13,0.86448,Segezha Group 003P-09R,11.09,487,True
RU000A10DY76,TQCB,100.0,104.5923,1.23,30,15.0,2026-07-21,2027-12-13,0.86448,Segezha Group 003P-09R,13.49,487,True
RU000A10DY84,TQCB,1000.0,,0.0,30,,2026-07-21,2026-12-18,0.93,ILLC Sodrugestvo Rus 001P-01,0.0,0,True
RU000A10DY92,TQCB,1000.0,100.27,0.0,30,,2026-07-21,2027-12-13,0.87,ALROSA 002P-01,14.91,487,True
RU000A10DYB0,TQCB,1000.0,100.25,0.0,30,,2026-07-21,2028-12-07,0.88,Rosseti Volga 001P-01,14.84,761,True
RU000A10DYC8,TQCB,1000.0,102.86,12.66,30,15.4,2026-07-21,2028-06-10,0.84,FPC 002P-01,14.8,625,True
RU000A10DYG9,TQCB,1000.0,104.17,37.77,91,15.15,2026-06-24,2031-06-18,37.36,Atomenergoprom 001P-10,15.39,1271,True
RU000A10DYH7,TQCB,1000.0,99.98,0.0,30,,2026-07-22,2027-06-17,0.4,GPB Finance 001P-07P,16.75,8,True
RU000A10DYJ3,TQCB,967.93,97.4,12.41,31,15.1,2026-06-28,2055-09-28,10.41,DOM.RF Mortgage agent BO 1P35,0.0,0,True
RU000A10DYP0,TQCB,1000.0,101.42,11.92,30,14.5,2026-06-23,2035-12-03,0.0,X5 FINANCE 003P-15,13.99,342,True
RU000A10DYZ9,TQCB,1000.0,105.2,19.73,30,24.0,2026-06-23,2030-11-29,0.0,ASG TRANSFORMATOREN BO-01,24.68,1026,True
RU000A10DZ67,TQCB,1000.0,,0.51,1844,0.01,2031-04-14,2031-04-14,0.0,Bank VTB C-1-1696,0.0,0,True
RU000A10DZA9,TQCB,1000.0,60.0,0.5,1843,0.01,2031-02-12,2031-02-12,0.0,Bank VTB C-1-1700,0.0,0,True
RU000A10DZB7,TQCB,1000.0,79.0,0.1,365,0.01,2027-01-30,2029-01-29,0.04,Gazprombank BO 004P-36,9.48,0,True
RU000A10DZC5,TQCB,1005.27,,0.0,0,,0000-00-00,2049-11-16,0.0,VSMI2,0.0,0,True
RU000A10DZH4,TQCB,1000.0,99.08,20.55,30,25.0,2026-06-24,2029-06-08,19.86,APRI BO-002P-12,29.16,688,True
RU000A10DZJ0,TQCB,1000.0,,13.44,30,,2026-06-24,2027-12-16,12.99,T Plus 002P-01,0.0,0,True
